id,url,label
70,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1608.JPG,Corn_(maize)___Common_rust_
71,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1608_flipLR.JPG,Corn_(maize)___Common_rust_
72,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1609.JPG,Corn_(maize)___Common_rust_
73,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1609_flipLR.JPG,Corn_(maize)___Common_rust_
74,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1610.JPG,Corn_(maize)___Common_rust_
75,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1610_flipLR.JPG,Corn_(maize)___Common_rust_
76,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1611_flipLR.JPG,Corn_(maize)___Common_rust_
77,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1612.JPG,Corn_(maize)___Common_rust_
78,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1612_flipLR.JPG,Corn_(maize)___Common_rust_
79,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1613.JPG,Corn_(maize)___Common_rust_
80,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1613_flipLR.JPG,Corn_(maize)___Common_rust_
81,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1614.JPG,Corn_(maize)___Common_rust_
82,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1614_flipLR.JPG,Corn_(maize)___Common_rust_
83,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1615.JPG,Corn_(maize)___Common_rust_
84,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1615_flipLR.JPG,Corn_(maize)___Common_rust_
85,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1616.JPG,Corn_(maize)___Common_rust_
86,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1616_flipLR.JPG,Corn_(maize)___Common_rust_
87,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1618_flipLR.JPG,Corn_(maize)___Common_rust_
88,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1619.JPG,Corn_(maize)___Common_rust_
89,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1619_flipLR.JPG,Corn_(maize)___Common_rust_
90,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1620.JPG,Corn_(maize)___Common_rust_
91,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1620_flipLR.JPG,Corn_(maize)___Common_rust_
92,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1621.JPG,Corn_(maize)___Common_rust_
93,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1621_flipLR.JPG,Corn_(maize)___Common_rust_
94,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1622.JPG,Corn_(maize)___Common_rust_
95,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1622_flipLR.JPG,Corn_(maize)___Common_rust_
96,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1623.JPG,Corn_(maize)___Common_rust_
97,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1623_flipLR.JPG,Corn_(maize)___Common_rust_
98,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1624_flipLR.JPG,Corn_(maize)___Common_rust_
99,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1625.JPG,Corn_(maize)___Common_rust_
100,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1627.JPG,Corn_(maize)___Common_rust_
101,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1627_flipLR.JPG,Corn_(maize)___Common_rust_
102,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1628.JPG,Corn_(maize)___Common_rust_
103,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1629.JPG,Corn_(maize)___Common_rust_
104,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1629_flipLR.JPG,Corn_(maize)___Common_rust_
105,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1630_flipLR.JPG,Corn_(maize)___Common_rust_
106,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1631.JPG,Corn_(maize)___Common_rust_
107,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1631_flipLR.JPG,Corn_(maize)___Common_rust_
108,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1632.JPG,Corn_(maize)___Common_rust_
109,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1632_flipLR.JPG,Corn_(maize)___Common_rust_
110,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1633_flipLR.JPG,Corn_(maize)___Common_rust_
111,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1634.JPG,Corn_(maize)___Common_rust_
112,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1634_flipLR.JPG,Corn_(maize)___Common_rust_
113,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1635.JPG,Corn_(maize)___Common_rust_
114,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1636.JPG,Corn_(maize)___Common_rust_
115,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1636_flipLR.JPG,Corn_(maize)___Common_rust_
116,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1637.JPG,Corn_(maize)___Common_rust_
117,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1637_flipLR.JPG,Corn_(maize)___Common_rust_
118,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1638.JPG,Corn_(maize)___Common_rust_
119,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1638_flipLR.JPG,Corn_(maize)___Common_rust_
120,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1639.JPG,Corn_(maize)___Common_rust_
121,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1639_flipLR.JPG,Corn_(maize)___Common_rust_
122,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1640.JPG,Corn_(maize)___Common_rust_
123,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1640_flipLR.JPG,Corn_(maize)___Common_rust_
124,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1641.JPG,Corn_(maize)___Common_rust_
125,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1641_flipLR.JPG,Corn_(maize)___Common_rust_
126,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1642.JPG,Corn_(maize)___Common_rust_
127,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1642_flipLR.JPG,Corn_(maize)___Common_rust_
128,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1643.JPG,Corn_(maize)___Common_rust_
129,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1643_flipLR.JPG,Corn_(maize)___Common_rust_
130,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1644.JPG,Corn_(maize)___Common_rust_
131,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1645.JPG,Corn_(maize)___Common_rust_
132,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1645_flipLR.JPG,Corn_(maize)___Common_rust_
133,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1646.JPG,Corn_(maize)___Common_rust_
134,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1647.JPG,Corn_(maize)___Common_rust_
135,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1648.JPG,Corn_(maize)___Common_rust_
136,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1648_flipLR.JPG,Corn_(maize)___Common_rust_
137,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1649.JPG,Corn_(maize)___Common_rust_
138,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1649_flipLR.JPG,Corn_(maize)___Common_rust_
139,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1650.JPG,Corn_(maize)___Common_rust_
140,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1650_flipLR.JPG,Corn_(maize)___Common_rust_
141,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1651.JPG,Corn_(maize)___Common_rust_
142,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1651_flipLR.JPG,Corn_(maize)___Common_rust_
143,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1652.JPG,Corn_(maize)___Common_rust_
144,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1653_flipLR.JPG,Corn_(maize)___Common_rust_
145,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1654.JPG,Corn_(maize)___Common_rust_
146,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1654_flipLR.JPG,Corn_(maize)___Common_rust_
147,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1655.JPG,Corn_(maize)___Common_rust_
148,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1655_flipLR.JPG,Corn_(maize)___Common_rust_
149,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1656_flipLR.JPG,Corn_(maize)___Common_rust_
150,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1657.JPG,Corn_(maize)___Common_rust_
151,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1657_flipLR.JPG,Corn_(maize)___Common_rust_
152,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1658.JPG,Corn_(maize)___Common_rust_
153,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1659_flipLR.JPG,Corn_(maize)___Common_rust_
154,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1660_flipLR.JPG,Corn_(maize)___Common_rust_
155,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1661.JPG,Corn_(maize)___Common_rust_
156,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1662.JPG,Corn_(maize)___Common_rust_
157,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1662_flipLR.JPG,Corn_(maize)___Common_rust_
158,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1663_flipLR.JPG,Corn_(maize)___Common_rust_
159,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1664.JPG,Corn_(maize)___Common_rust_
160,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1664_flipLR.JPG,Corn_(maize)___Common_rust_
161,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1665.JPG,Corn_(maize)___Common_rust_
162,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1666_flipLR.JPG,Corn_(maize)___Common_rust_
163,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1667.JPG,Corn_(maize)___Common_rust_
164,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1667_flipLR.JPG,Corn_(maize)___Common_rust_
165,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1668.JPG,Corn_(maize)___Common_rust_
166,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1668_flipLR.JPG,Corn_(maize)___Common_rust_
167,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1669_flipLR.JPG,Corn_(maize)___Common_rust_
168,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1670.JPG,Corn_(maize)___Common_rust_
169,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1670_flipLR.JPG,Corn_(maize)___Common_rust_
170,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1671.JPG,Corn_(maize)___Common_rust_
171,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1671_flipLR.JPG,Corn_(maize)___Common_rust_
172,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1672.JPG,Corn_(maize)___Common_rust_
173,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1672_flipLR.JPG,Corn_(maize)___Common_rust_
174,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1673.JPG,Corn_(maize)___Common_rust_
175,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1673_flipLR.JPG,Corn_(maize)___Common_rust_
176,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1674.JPG,Corn_(maize)___Common_rust_
177,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1674_flipLR.JPG,Corn_(maize)___Common_rust_
178,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1675.JPG,Corn_(maize)___Common_rust_
179,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1676_flipLR.JPG,Corn_(maize)___Common_rust_
180,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1677.JPG,Corn_(maize)___Common_rust_
181,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1677_flipLR.JPG,Corn_(maize)___Common_rust_
182,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1678.JPG,Corn_(maize)___Common_rust_
183,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1678_flipLR.JPG,Corn_(maize)___Common_rust_
184,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1679.JPG,Corn_(maize)___Common_rust_
185,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1680.JPG,Corn_(maize)___Common_rust_
186,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1680_flipLR.JPG,Corn_(maize)___Common_rust_
187,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1681_flipLR.JPG,Corn_(maize)___Common_rust_
188,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1682.JPG,Corn_(maize)___Common_rust_
189,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1683.JPG,Corn_(maize)___Common_rust_
190,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1683_flipLR.JPG,Corn_(maize)___Common_rust_
191,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1684.JPG,Corn_(maize)___Common_rust_
192,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1685.JPG,Corn_(maize)___Common_rust_
193,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1686.JPG,Corn_(maize)___Common_rust_
194,https://kaggle-plants.s3.amazonaws.com/Corn_(maize)___Common_rust_/RS_Rust 1686_flipLR.JPG,Corn_(maize)___Common_rust_
